id	content	date	type	suicide
1413883929290231	【医院挂条幅祝贺住院病人超4万[围观] 】湛江吴川市人民医院挂出大条幅，庆祝该院住院人突破4万人次。[哼] 。 转发理由:[汗][汗][汗]	2012.12.06 14:19	0	0
1413876944253323	#手机微游戏周年庆#绳命如此精彩，寿星你最快乐！我要中奖！http://t.cn/zY1Fki0 。	2013.03.13 17:54	1	0
1413880951821934	我的作品 #斩仙# 有了新章节：第六百一十五章 真正的仙桃（上），精彩内容抢先读：http://t.cn/zTta1pA 。	2013.04.12 19:17	1	0
1413882434414323	出去跑了一圈回来，早安，各位。今年北京冬天冷的刺骨… 。	2010.12.31 07:06	1	0
1413877814110623	成功根本没有秘诀。如果有的话，就只有两个：第一个是坚持到底，永不放弃；第二个就是当你想放弃的时候，请回过头来再照着第一个秘诀去做。——丘吉尔 。	2011.12.08 08:25	1	0
14138837732769	发表了博文《奇闻！南安400多亩水稻听我的《感恩歌》增产15%颗粒饱满(图)》（1/2）水稻颗粒饱满真的吗？水稻听音乐增产15% 南安英都镇良山村，400多亩晚稻在音乐熏陶中成长 专家：音乐促进植http://t.cn/Rhqs8ih 。	2014.10.08 00:03	1	0
1413883476521367	【理发店老板查出肺癌为顾客办退卡 熟客放弃退款】在南京有一家营业11年的理发店——“秀作发型坊”。这两天，店主贴出办理退卡通知。居民们开始只觉得奇怪，当得知事情原委后，感动得直想流泪。原来，店主最近被查出肺癌晚期，治疗一周后，坚持回到店里为客人们办理退卡。详情：http://t.cn/zj7tKTQ 。 转发理由:[赞][泪]	2012.11.12 07:01	0	0
1413883086647804	【刘强东回应奶茶mm绯闻：都怪马云！】@开八：今天早晨糨东哥哥怒气冲冲在他的微信朋友圈发消息：“今天有关系好的自媒体提醒我，有人要推刘总与ncmm的事，估计是阿里，因为腾讯合作的事，正面战没办法，只要（有）玩阴的。结果几个小时后果然有人在新浪微博狂推！缺德事做太多，就不怕遭受报应吗？” 。 转发理由:马云怒了，你连辟谣都不用微博，还要用朋友圈，每天继续推。	2014.04.11 16:32	0	0
141388156551715	别人家的汪星人，别人家的......[din赞好][din看看][din说话][din看看][din挥手] 。 转发理由:啊呀 ，眼馋	2014.10.15 17:34	0	0
1413883086647333	俄国防部周一召开新闻会，公布俄空军罗斯托夫预警雷达站数据，当地时间7月17日16点至16点30分，马航777飞行图和附近空域空情，数据表明，一架乌克兰空军苏-25多次贴近马航班机绕飞，最近一次达3公里，客机坠落时，这架苏-25正好位于坠落航线的高度，离客机五5公里，高度1万米，速度每小时440公里。 。 转发理由:乌克兰战斗机用国际民航掩护，亲俄武装吃了个闷亏。	2014.08.22 18:52	0	0
1413877555357647	封闭集训期间，马琳把主要精力，都放在了辅导刘诗雯身上，马琳希望通过交流、沟通，刘诗雯在东京世乒赛上能有所收获。 。	2014.05.08 14:08	1	0
1413877814110462	一名出色的sales必须具备狼性、野性甚至匪性，但更重要的是，有强烈的阳光心态！对于内心强大而完整的人来说，一切负面的形容都是讴歌。[酷] 。	2012.04.10 07:54	1	0
1413877009479645	（河南商报每日图片1）6月13日下午1时许，与郑州金水区庙李镇张家村南街一墙之隔的一间仓库突发大火。事发后，起火仓库隔壁的一家幼儿园赶紧把100多名娃娃紧急疏散，楼上的小学生，也因这场火灾而放假一下午。 。	2011.06.13 23:30	1	0
1413881379549361	抱歉，此微博已被删除。查看帮助：http://t.cn/8sYl7Qb 。 转发理由:李家人，我神经吗你说	2011.09.03 14:55	0	0
141388218909443	【零售必读：日本麦当劳的O2O闭环模式】日本最经典的O2O案例是日本麦当劳的优惠券业务(与中国麦当劳决然不同)?日本3G普及100%,4G普近10%?麦当劳会员数已超3000万,每4个日本人就有一个用优惠券?手机NFC支付与优惠券捆绑,通过CRM系统采集用户信息,形成O2O闭环?然后根据消费习惯定向推送优惠券(如图) 。 转发理由:关注CRM、OTO、大数据等概念的朋友可以读一读，有启发。	2013.03.04 22:06	0	0
141387700947963	【新浪微博Android客户端4.0版全新发布】你有多久没旅行了？回味旅途点滴，一起来分享旅行中的风景、美食与自拍，完成任务还有大奖哦~快开启旅行模式，#带着微博去旅行#[飞机]！下载地址：http://t.cn/z8vxRTp 。	2013.09.05 13:07	1	0
1413878088472349	@喻国明 教授曾说过：“生命，是一场一去不复返的旅行，因此要珍惜你所遇到的每一个机缘巧合。”本周日23:10,喻教授也会做客我们《景琦访谈录》的节目现场,让我们跟随@主播景琦 一起来挖掘喻教授在追求传媒行业路上的艰辛历程。 。 转发理由:生命，是一场一去不复返的旅行，因此要珍惜你所遇到的每一个机缘巧合。	2014.02.23 11:04	0	0
1413883929290816	建设村内的文化设施—捐设景点介绍牌是今次仙娘溪之行的议程之一。 。 转发理由:[赞][赞][赞]	2012.07.30 16:20	0	0
1413882969091136	人在江湖...... 。	2012.04.10 23:16	1	0
1413877143943754	人要拿得起，也要放得下。拿得起是生存，放得下是生活；拿得起是能力，放得下是智慧。有的人拿不起，也就无所谓放下；有的人拿得起，却放不下。拿不起，就会庸庸碌碌；放不下，就会疲惫不堪。人生有许多东西需要放下。只有放下那些无谓的负担，我们才能一路潇洒前行。 。 转发理由:	2012.04.20 17:12	0	0
1413880741983398	这张肥沃的脸，如何变瘦？花白的头发如何变黑？僵硬的表情，如何放松？是不是，有个神，无精打采地在后花园晒太阳？是不是，本来没有我们，我们只是没有断点的胶片？是不是？ 。	2014.02.05 18:02	1	0
1413878088472360	【以往成功者为什么会走上不归路】不是因为大公司不努力，不聪明，没有钱，而恰恰是因为他们以往的成功成了他们面对转折时的包袱，已有的经验束缚住了思路和拳脚，无法及时适应市场的变化。 从历史上看，确实从来没有一个企业是被别人弄死的，而都是死在转折来临时，无法快速重启，转型失败。（转） 。	2014.02.18 10:30	1	0
1413877927505110	马年春节的前三天以及大年初四到初六，我在杭州参加了电视剧《办公室的春天》的拍摄工作，做演员感受了拍戏的过程，也深刻体会到“拍一场戏真的不容易”。——@中国经济周刊 《唐骏来了：影视投资“玩票”风险大》http://t.cn/8FmlEnZ 。 转发理由:我们不要被几部上座电影的投资回报迷惑了，要投影视也要跟着有经验的影视公司或者团队投，自己投资的那种真的就是玩票了。	2014.03.25 18:09	0	0
1413881379533129	【心理图片】付出真心才能得到真心，却也可能伤得彻底。保持距离也就能保护自己，却也注定永远寂寞。 。 转发理由:无 赞[0] 转发[0] 评论[0] 收藏 2012-02-27 09:34:11 来自iPhone客户端	2012.02.27 09:34	0	0
1413883476521649	【开会的“潜规则”】一、人多的会议不重要，重要的会议人不多。二、解决小问题开大会，解决大问题开小会，解决重大问题不开会。三、上会的事不一定要真干，真干的事不一定要上会。四、会上发表的意见不要太当真，会下交换的意见一定要认真。五、开会的人基本不干事，干事的人基本不开会。 。 转发理由:正常现象。	2012.08.13 10:18	0	0
1413877009479396	【献给情人节】那天文体中心说要拍一部关于爱情的片子，让读者来演，我们支持。于是，都市时报文体中心和视觉中心开始写脚本、发通告、找演员、拍摄、剪辑，花了4天时间2000多元人民币拍出这部你可能认为山寨但足够真诚的片子，没有床戏，却有时报创想的因子，感谢参与制作的每个人http://t.cn/zOACfEL 。 转发理由:时间紧，任务重。但效果真不错。	2012.02.14 12:27	0	0
1413881565522886	【兑11万毛票刁难讨薪民工的老板被抓】在惠州打工的工头老李向工厂讨要工人们一年的工钱11万，老板扔出一百多万张1毛钱，让老李从里面数出11万来，“要么数钱要么走人”，三人最后被打伤进医院。面对质疑，老板笑着问：“难道中国货币没有一毛钱吗？”。http://t.cn/zYIT7aM视频http://t.cn/zYc6M7r 。 转发理由:坚决顶，果断顶！	2013.02.10 21:46	0	0
1413881379533121	【仅供娱乐，不过蛮准的：公历出生月份看脾气】 一月→感性。二月→温柔。三月→理性。四月：疯狂。五月→善良。六月→随和。七月：傲慢。八月→火暴。九月→冲动。十月→凶猛。十一月→郁。十二月→敏感。 。 转发理由:十一月→☆忧郁☆	2012.03.02 15:44	0	0
1413883222160293	“按钟点算叫按摩；按次数算叫小姐；按夜算叫妓 女；按周算叫情人；按月算叫相好；按年算叫二奶；按辈子算叫老婆。” --于丹讲座《论时间与女人》 。 转发理由:这不算国学吧？	2010.04.14 21:19	0	0
1413883656430190	#南方周末创始人口述历史出版#这个封面有意思。 我分享了http://t.cn/RvTogfl 。	2014.07.24 22:56	1	0
1413883656430555	苹果大会上惊艳出场的智能四驱车 Anki Drive 如果和这个四旋翼的飞行器一同亮相，恐怕会失色不少。这个一直飞在空中的家伙摇动着身姿，精巧地掌握着平衡，就好像一名杂技演员，翻飞中托起一杯水，接住一颗球，与人的互动和协同充满着默契。其中所展示出的高妙算法简直就像是魔法。http://t.cn/zHgG1Qn 。 转发理由:太牛逼了。算法即是生命。	2013.10.30 08:27	0	0
1413882969107405	在斯坦福大学校园里，静静地坐在大树旁的长椅上，头顶上天空很蓝很清澈，本来一周中最忙的时刻即将开始，这周不用了，可以在这里停下脚步沉淀一下思绪，陪伴我的只有偶尔路过的小松鼠和林中鸟儿清脆的叫声… 。	2011.06.20 08:18	1	0
1413877314031951	看来今天的天气不给力啊，雾蒙蒙一片，同样的地点风景不一样了啊！#公交驾校#国贸班车站 。 转发理由:班车司机注意安全呦！	2012.02.22 07:33	0	0
1413877814110469	【团队之亮剑精神】1）别告诉我你很牛，打不了胜仗，你啥都不是；2）输就是输，没理由，再打！3）炮弹不会落到同一弹坑，慌什么！ 4）小米加步枪也无妨，去抢！活着就是胜利；5）没路了？趟出来，能活一个是一个！6）深挖洞，广集粮，不然我们吃什么！7）晚来了，你他娘就给我猛打，要不就投降！ 。	2012.03.31 17:22	1	0
1413882969107373	锻炼意志和忍耐力的方法有很多种：跑步，爬山，看新版《还珠格格》… 。	2011.07.27 22:49	1	0
1413877699308514	某地区来香港招商，领导说，咱不能被香港人瞧不起，故所有人员一律住五星级酒店，穿阿玛尼西服，戴爱马仕领带，皮鞋锃亮，脑门泛着红光。把久经沙场的香港大佬们全震住了，瞠目结舌中也合计：一个说，这也不缺钱呀，招什么商呀？另一个说，我们资金投进去，不会很快变成西服和领带了吧。 。	2012.07.10 22:38	1	0
1413883656430359	书的盈利，其根源可能会不再是封底的定价，而是书与人的关系，人们在购买这本书时所提供的多种信息，以及某些意愿的表达。 。	2014.04.18 23:02	1	0
141387781411015	如果说逡巡不前的是胆小鬼，那么念而不见该是一种病。所以嘛，想发达，就要果断的坐言起行啦。Go，go，go… Action！[馋嘴] 。	2013.08.28 14:26	1	0
1413881680780348	可否公布郭敏的联系方式和帐号@南方周末 【6旬失独母亲生龙凤胎后生活：1条鱼分3-4段 每段吃1周】农村集市的河鱼卖六块钱一斤，比村里便宜两块五。一条三斤的鱼买回来，她和两个孩子能吃一个月。 http://t.cn/8sbullX 。 转发理由:接到很多私信要郭敏联系方式，征求了她意见可以公布电话，153-1312-3327，她住北京东沙各庄，是个说话语速很快的女士，据我所见她确实困难。	2014.04.21 19:16	0	0
1413883350763846	只有一种方法在北京生活还能逃离严冬PM2.5高达845的有毒空气，那就是带有热交换高效通风器。这事我说过好多次了，信不信由你。 http://t.cn/zjrb1qr 。	2013.01.12 19:19	1	0
1413882434414117	增强和保护免疫力的主要因素：适度锻炼（每周5次30分钟快走）；健康饮食（少吃红肉，多吃蔬菜水果和富含omega-3的鱼类，如三文鱼）；减少体能和精神压力（充分休息，积极心态）。 。 转发理由:无 赞[0] 转发[0] 评论[0] 收藏 2011-11-22 10:32:12 来自UC浏览器客户端	2011.11.22 10:32	0	0
1413882019453509	［联大一般性辩论］日本首相安倍晋三表示，我们正在拟定2015后发展议程，日本将继续积极参与，但是敦促如果我们想实现包容、可持续、应变能力的目标，我们必须保护加强弱势群体。作为唯一一个在战争中受原子弹破坏的国家，日本愿意领导核不扩散条约缔约方审查会议。现场直播：http://t.cn/a9BfbP 。 转发理由:日本首先要完全履行开罗宣言和波斯坦公告，然后再谈其他问题	2014.10.26 05:52	0	0
1413881680780546	说句肯定挨骂的话：今天最感动新闻，是梦鸽到信访办上访。无论儿子如何，都改变不了一个事实：妈妈最伟大。 。 转发理由:她也是没辙了，真有背景犯的着这样	2013.08.20 09:32	0	0
1413883656430410	穷人得比别人更能忍受别离。 。 转发理由:看来我是穷人的代表啊。	2014.02.21 08:26	0	0
1413876944253228	【假日出行提示 绝非恶搞】[互粉] 。 转发理由:	2013.06.10 11:43	0	0
1413882189097614	【中国公民免签的绝美风景地】1.塞舌尔—免签30天； 2.斐济—免签4个月； 3.马尔代夫—落地签30天； 4.帕劳群岛—落地签30天； 5.瓦努阿图—免签30天； 6.毛里求斯—团队落地签15天； 7.图瓦卢—落地签30天； 8.斯里兰卡—免签30天； 9.韩国济州岛—免签30天。 。 转发理由:还有谁在构思夏日旅行路线吗	2011.05.28 10:03	0	0
1413881680780533	羊驼！竟然有“群众”会去举报别人嫖娼，可见我们的社会已经堕落成什么样子了！再次呼吁尽早通过卖淫嫖娼合法化，对卖淫嫖娼的正常群众进行刑拘甚至劳教，是野蛮社会的标志。考虑到执法人员还常常假装卖淫嫖娼这种正常行为是“应该”或“能够”“通过批评教育来改造”的不当行为...这简直是邪恶社会。 。 转发理由:恩	2013.08.25 14:56	0	0
141388357614832	今天的北京路况，难得的一路畅通 ... 。	2012.09.30 08:32	1	0
1413877927505320	(2/2)下部大作!”，刚收到的短信，《重新出发》会不同，更加简单朴素… 。	2013.08.03 11:02	1	0
1413882189096279	一位美国教授考察中国后的感叹：中国人活得太累，他们的人生只有两个词组：成功和拼搏。我很奇怪，他们连快乐都感受不到，却想追求幸福。普通中国百姓，的确没幸福也少性福。另：小学-大学 忙着各种考试；毕业-忙着结婚；结婚后-忙着生孩子养孩子；退休了-给孩子看孩子...如此活着而已。 。 转发理由:一定是腐朽的资本主义的美帝及其走狗妄图以享乐主义腐化我们，别上当，继续忙吧、累吧、玩命吧！	2011.12.11 08:35	0	0
1413880741999963	正式出版物稿酬个税起征点仍然是800元，而且税率是14%。我们今天已经向相关部门正式提出申请，希望将这一数字提高到3500元。一个国家的未来与文化产业息息相关，而写作者正是其中最重要的一环。 。	2013.04.23 17:05	1	0
1413881565522958	你才是马呢，你全家都是马！没见过用海飞丝的狗狗啊！！ 。 转发理由:[偷笑]	2013.01.30 13:49	0	0
1413882189097558	抱歉，此微博已被作者删除。查看帮助：http://t.cn/zWSudZc 。 转发理由:不言	2011.06.18 09:30	0	0
1413882434414405	猪跟人一样，愈肥就愈糟，腿长腰细屁股翘的就是猪界的林志玲，瘦肉愈多，价格愈高，肚子拖地的，油多反而价格不高。 。	2010.06.29 10:15	1	0
1413881063041116	我的好兄弟-MV作品 http://t.cn/a9pNOj 。	2011.10.16 19:06	1	0
1413877927505148	刚刚结束母校北邮的演讲，感谢学校领导和校友会的老师们，重回母校感慨感动… 。	2013.12.03 19:37	1	0
1413881770372272	对@农大任大鹏 说：请帮忙转一下给失地村民一点帮助，谢谢。粤东收菜见闻：【村官修风水 村民失菜地】2012年2月8日广东兴宁市龙田镇五一乡一个村官要做风水，就强行推平大片村民菜地、不花一分钱就霸占、抢夺了村民大片菜地。当地镇政府对村民的诉求不理不睬，到今天施工还在进行。失地村民伤心绝望。 。 转发理由:保护耕地，既要关注集体外部的基层政府和企业非法占用农民集体土地的现象，也须关注集体自身将农地非农化利用的情形，尤其要保护农民土地承包经营权，土地流转要坚持承包方为主体的法定原则	2012.02.18 08:10	0	0
1413881828265831	昨晚微博盛典CEC理事们特别给力，@刘东华 童鞋领队，近20位理事百忙之中前来捧场。@张醒生 童鞋带着脚伤一瘸一拐的来了，牛根生童鞋糊弄了两包没来得及泡软的方便面就匆匆赶来，马云童鞋像匹神马一样踏朵浮云飘来了[神马] 还有好几个从外地赶来的理事。CEC真是一个让人很有归属感的温暖的家[心] @程虹 。 转发理由:感谢所有理事们的捧场。@刘东华 @程红	2011.01.20 16:20	0	0
1413877555357467	进入决赛后，中国女乒受到球迷热捧！ 。	2014.06.04 14:16	1	0
1413877699308900	别拿不加薪就离职吓唬老板，老板对人才流失最无动于衷了。 。 转发理由:无 赞[0] 转发[2] 评论[0] 收藏 2011-05-30 09:52:41 来自微博 weibo.com	2011.05.30 09:52	0	0
1413883086647760	这个移动电源不错，7800毫安，29.9元才。 http://t.cn/8FPmo9y 。 转发理由:又29.9元了，快抢！	2014.04.23 19:46	0	0
1413883929290554	【坑爹的哈士奇！车被砸了它还在睡】段先生把车停在了南京下关爱民桥马路边，为了防盗在车里放了一条狗，然后和朋友一起去酒吧喝酒。今天上午他去取车惊呆了！车窗玻璃被砸，香烟盒导航仪手机都被盗。不过狗狗倒还在，睡的还挺香！哈士奇这货，真是谁养谁知道！(笑了请关注@笑点很低有木有 ) 。 转发理由:主人太不靠谱了！[怒]	2012.09.06 09:47	0	0
1413881680780444	听说广州37.2在滨江东新开的“银月”法越餐厅，微博是@37degree2美食 ，以前对37。2印象还不错，刚才第一次去吃椰子海鲜饭就在饭里吃出个烟头！大堂经理过来说那个菜免单，其他的菜九折[怒]，这会等待处理中 。 转发理由:女经理又说菜价七折，还拿个小礼物，我不同意，然后他们就没人影了，我等了会就回家了。看了下大众点评，差评很多，还有食客吃出过虫子，菜的味道也很一般，妈的真倒霉提前没调查研究。 @大众点评网	2013.11.01 21:50	0	0
